State,Name,Percentage_of_Adults_Reporting_Poor_Health,Number_of_Poor_Physical_Health_Days_in_Past_30_,Percentage_of_Adult_Smokers,Percentage_of_Obese_Adults,Food_environment_index_0_to_10,Percentage_of_Adults_Reporting_No_Physical_Activity,Access_to_exercise_opportunities,Excessive_drinking_raw,Number_of_primary_care_physicians_per_100k,Ratio_of_population_to_primary_care_physicians,Percentage_of_Medicare_enrollees_that_had_an_annual_flu_vaccination,Children_in_poverty_raw_value,Income_inequality_raw_value,Air_pollution_particulate_matter_raw_value,Life_expectancy_raw_value,Life_expectancy_Black,Life_expectancy_Hispanic,Life_expectancy_White,Diabetes_prevalence_raw_value,HIV_prevalence_raw_value,Uninsured_adults_raw_value,Median_household_income_raw_value,Median_household_income_Black,Median_household_income_Hispanic,Median_household_income_White,Percentage_Non_Hispanic_Black_raw_value,Percentage_American_Indian_and_Alaska_Native_raw_value,Percentage_Asian_raw_value,Percentage_Native_Hawaiian_Other_Pacific_Islander_raw_value,Percentage_Hispanic_raw_value,Percentage_Non_Hispanic_White_raw_value,Percentage_Females_raw_value,Percentage_Males,Percentage_Rural_raw_value,Percentage_Urban
Alaska,Bethel,0.239638747,5.378380369,0.304180171,0.31,2.9,0.313,1,0.215902878,0.000995796,1004.222222,0.1,0.412,5.672459294,,72.08765427,,,86.01516006,0.061,,0.273304051,44304,118472,78214,114286,0.009112868,0.837889767,0.009552042,0.002360562,0.024264383,0.096453667,0.485287659,0.514712341,0.739375772,0.260624228
Alaska,Bristol Bay,0.153852694,3.672535907,0.181376436,0.418,6.9,0.288,1,0.211552165,0,-867,0.32,0.152,3.883701775,,,,,,0.149,,0.183745583,77257,,,98333,0.007981756,0.326111745,0.01368301,0.003420753,0.075256556,0.434435576,0.4663626,0.5336374,1,0
Alaska,Denali,0.134890192,3.35035218,0.175746877,0.253,6,0.181,1,0.229857011,,,,0.073,3.14824851,,77.69342052,,,76.86505975,0.049,,0.153679654,75477,,,83056,0.021369597,0.05293832,0.053423992,0.000485673,0.032054395,0.799902866,0.443419136,0.556580864,1,0
Alaska,Dillingham,0.230242009,4.817399036,0.269308172,0.356,4.8,0.239,1,0.215928896,0.002635848,379.3846154,0.26,0.316,4.662339315,,73.56282155,,,,0.103,,0.217114094,54524,70938,73942,103047,0.0072,0.7234,0.009,0.0024,0.0376,0.1522,0.4964,0.5036,1,0
Alaska,Fairbanks North Star,0.119564128,3.038840061,0.158535789,0.3,7.7,0.182,1,0.228487994,0.000782324,1278.24359,0.35,0.094,3.674504652,,79.66217526,82.49676178,89.71614679,80.52358202,0.062,,0.151545428,74268,61970,66346,81481,0.049004254,0.079114084,0.034909216,0.005456144,0.083670974,0.692546301,0.461357367,0.538642633,0.308707638,0.691292362
Alaska,Haines,0.127128327,3.456103073,0.161178286,0.27,7.6,0.208,1,0.206809457,0.00277118,360.8571429,0.27,0.164,4.10291008,,84.7948385,,,85.32355443,0.074,,0.195610071,58943,,,73189,0.006063056,0.104688763,0.010509297,0,0.032336298,0.774050121,0.506063056,0.493936944,1,0
Alaska,Hoonah-Angoon,0.170679951,4.081508666,0.200737377,0.322,4.3,0.19,,0.183000472,,,,0.276,3.697907219,,82.28631224,,,,0.144,,0.25570417,51188,,71250,79896,0.019060902,0.377033938,0.014876802,0.0004649,0.063691306,0.458391446,0.472803347,0.527196653,,1
Alaska,Juneau,0.114644241,3.039905531,0.165848709,0.273,8.2,0.16,1,0.241070681,0.001277497,782.7804878,0.43,0.085,3.374294262,,80.40983931,,86.45460995,81.58600844,0.065,,0.150071159,79173,,51534,93514,0.012144614,0.1186124,0.070283063,0.012985395,0.06794756,0.642636938,0.492012581,0.507987419,0.215443645,0.784556355
Alaska,Kenai Peninsula,0.147481288,3.8429587,0.173381531,0.327,7.6,0.225,1,0.21272407,0.000784755,1274.282609,,0.145,4.727156598,,78.28682795,,84.80966487,78.26093766,0.084,,0.182589196,65439,81563,49297,69102,0.006560402,0.079596125,0.017801924,0.003177695,0.04255719,0.800796132,0.47913143,0.52086857,0.793375451,0.206624549
Alaska,Ketchikan Gateway,0.136884539,3.376626052,0.169351001,0.382,8.1,0.192,1,0.204634867,0.001010393,989.7142857,0.38,0.125,4.213644878,,79.87676296,,,80.36438127,0.092,,0.195356936,68309,50000,61042,77806,0.009484121,0.140178187,0.084135652,0.003520621,0.057766921,0.631771806,0.489725535,0.510274465,0.23187653,0.76812347
Alaska,Kodiak Island,0.132827472,3.189785662,0.154389732,0.341,8.1,0.245,1,0.219653261,0.001264129,791.0588235,0.42,0.099,3.848325389,,81.8148615,,,81.018196,0.08,,0.214218233,74109,,92740,88482,0.010266017,0.128137879,0.222405395,0.009591607,0.088347696,0.49112027,0.468265268,0.531734732,0.313198941,0.686801059
Alaska,Kusilvak,0.369319528,7.062310115,0.410009486,0.232,1.9,0.278,,0.174194405,,,0.2,0.474,4.261834501,,68.21813755,,,,0.047,,0.256530476,32728,,,104167,0.004094906,0.922317235,0.004937974,0.000120438,0.025773817,0.035168012,0.473202457,0.526797543,,1
Alaska,Lake and Peninsula,0.216191997,4.795176972,0.283011888,0.378,3.5,0.222,1,0.207710089,0,-1620,,0.237,4.095089521,,,,,,0.095,,0.299,49403,,,81250,0.010081916,0.614996849,0.031505986,0.003150599,0.035286705,0.223062382,0.487712665,0.512287335,1,0
Alaska,Matanuska-Susitna,0.132139029,3.723759754,0.175005795,0.344,7.6,0.22,1,0.210941871,0.000450569,2219.416667,0.32,0.118,4.475280568,,79.26293342,82.46964853,82.2856489,79.801275,0.087,,0.172418624,74649,61186,81571,76832,0.011458043,0.068627451,0.017507667,0.00395874,0.05060868,0.789526996,0.480838212,0.519161788,0.502938367,0.497061633
Alaska,Nome,0.247895064,5.407085289,0.315305729,0.403,3.5,0.249,1,0.215425137,0.000907167,1102.333333,0.04,0.269,4.243799719,,70.48595707,,,,0.074,,0.274284705,55318,,,99333,0.007693845,0.754796163,0.01518785,0.001598721,0.025079936,0.149280576,0.473721023,0.526278977,0.660556258,0.339443742
Alaska,North Slope,0.163339367,3.778302907,0.238510866,0.401,6.9,0.354,1,0.221155736,0.000306686,3260.666667,,0.152,4.276911053,,76.11376899,,,,0.076,,0.201313579,89276,99671,93125,116500,0.01458671,0.527755267,0.060676661,0.017625608,0.042949757,0.309967585,0.377532415,0.622467585,0.593319194,0.406680806
Alaska,Northwest Arctic,0.235282435,5.336488303,0.305169179,0.421,3.4,0.267,1,0.210336169,0.000520562,1921,,0.277,5.307531212,,71.17804498,,,,0.108,,0.307079445,59337,,,119868,0.01068961,0.792856212,0.008212749,0.0023465,0.037804719,0.108851519,0.460174684,0.539825316,0.574637778,0.425362222
Alaska,Petersburg,0.12253775,3.229717802,0.151875384,0.25,8.3,0.182,,0.208346142,0.001828711,546.8333333,,0.095,4.350755537,,79.03083023,,,78.45337758,0.082,,0.204060914,66075,23750,66667,73661,0.021421919,0.109903757,0.032598572,0.008072027,0.060229742,0.71220118,0.472213598,0.527786402,,1
Alaska,Prince of Wales-Hyder,0.184866027,4.263009758,0.222722279,0.449,6.3,0.228,,0.195530456,0.000776036,1288.6,,0.234,4.311232877,,73.24652768,,,75.99126802,0.136,,0.261089987,49356,,90000,62083,0.005138586,0.429616942,0.009654313,0.004671442,0.036904391,0.454842728,0.452351292,0.547648708,,1
Alaska,Sitka,0.125247381,3.405696776,0.16250455,0.266,8.1,0.175,1,0.211765861,0.001956497,511.1176471,0.31,0.088,3.840693713,,80.93171222,,,83.09806453,0.079,,0.20792806,71825,,56667,77949,0.009367411,0.163293628,0.081184226,0.004163294,0.069850815,0.610847693,0.491153001,0.508846999,0.208760275,0.791239725
Alaska,Skagway,0.116049936,3.040956716,0.155843852,0.326,8,0.192,,0.233348496,0,-1157,0.24,0.089,2.680913619,,,,,,0.062,,0.151035323,74635,,49688,77083,0.006968641,0.051393728,0.025261324,0.003484321,0.054878049,0.81358885,0.479965157,0.520034843,,1
Alaska,Southeast Fairbanks,0.147970825,3.407934567,0.196101703,0.328,6.1,0.186,1,0.203252592,0.00101626,984,0.21,0.177,4.280810278,,78.79672096,,,78.83686409,0.095,,0.246320869,63527,33750,70982,80625,0.016334201,0.125614339,0.023561723,0.004625614,0.063746748,0.728823359,0.448540041,0.551459959,1,0
Alaska,Valdez-Cordova,0.122105708,3.136219301,0.165906227,0.348,7.2,0.191,1,0.246080282,0.000970037,1030.888889,,0.121,4.688208617,,79.1797026,,,80.31709163,0.112,,0.165184679,68528,,66250,86941,0.008948058,0.142186818,0.0476866,0.005674378,0.05303361,0.691073767,0.475883894,0.524116106,1,0
Alaska,Wrangell City,0.150804945,3.691679713,0.173844844,0.426,7.5,0.304,,0.183643186,0.001190004,840.3333333,,0.16,4.274168112,,78.14592363,,,75.94053666,0.138,,0.206002729,57832,,26595,61310,0.004794247,0.165401518,0.033160208,0.000799041,0.029964043,0.669196964,0.482221334,0.517778666,,1
Alaska,Yakutat,0.164372491,3.837639017,0.198799467,0.319,5.9,0.23,1,0.199735601,0,-605,,0.153,3.228824312,,,,,,0.078,,0.206349206,59523,,72500,78750,0.01986755,0.395695364,0.067880795,0.013245033,0.046357616,0.32615894,0.445364238,0.554635762,1,0
Alaska,Yukon-Koyukuk,0.229289329,5.232301799,0.296914336,0.305,1.9,0.24,1,0.216874924,0.000186393,5365,0.31,0.314,5.965027322,,71.14723773,,,,0.091,,0.302510327,38912,,,64722,0.008072086,0.695888868,0.003942181,0.00131406,0.027782992,0.218134034,0.470245917,0.529754083,1,0
Arizona,Arizona,0.185550446,4.023226147,0.15555003,0.275,6.6,0.218,0.851445013,0.167087028,0.000664598,1504.668668,0.44,0.204,4.583322967,5.8,79.89649908,76.99859412,81.78382878,80.08756189,0.097,273.1,0.139922692,59079,,,,0.043766103,0.053008751,0.036769244,0.002759339,0.316014343,0.544207982,0.502856248,0.497143752,0.101901794,0.898098206
Arizona,Apache,0.25951202,5.613058281,0.21513107,0.335,2,0.272,0.192944434,0.129449958,0.000321202,3113.304348,0.38,0.473,7.631551472,5.7,72.92321109,,77.88694113,76.85395216,0.168,193.8,0.229969555,33652,50737,40347,56618,0.005054443,0.749491771,0.00449748,0.000417723,0.063911554,0.181249826,0.508340527,0.491659473,0.740610755,0.259389245
Arizona,Cochise,0.180694486,4.233140699,0.149958457,0.298,6.8,0.247,0.596660728,0.147455674,0.000545064,1834.647059,0.33,0.228,4.743002545,7.5,78.75697821,83.59124703,80.59771425,77.67661279,0.105,186.8,0.122912258,49164,67946,39595,52293,0.039465173,0.017551471,0.022678867,0.004220241,0.35633825,0.548576162,0.49215114,0.50784886,0.363010674,0.636989326
Arizona,Coconino,0.158845141,4.193534585,0.15990186,0.238,6.1,0.17,0.828761875,0.174013432,0.000845315,1182.991597,0.39,0.173,5.076506991,5.6,78.9800055,78.93996189,81.80406873,81.51029862,0.075,113.7,0.14843648,60187,24479,52842,64741,0.012509275,0.27590407,0.020587453,0.001848041,0.14272614,0.539907878,0.50592913,0.49407087,0.314660656,0.685339344
Arizona,Gila,0.186697217,4.507722096,0.176281047,0.308,6.2,0.271,0.915069873,0.15659613,0.000467281,2140.04,0.38,0.336,4.685011062,5.8,74.06521565,,78.22067932,76.26350709,0.153,94.9,0.154144217,43585,12760,41637,43370,0.006346379,0.178422313,0.009445341,0.001521646,0.187385181,0.61982965,0.505576277,0.494423723,0.410619997,0.589380003
Arizona,Graham,0.189142796,4.374218826,0.17534493,0.348,6.3,0.233,0.555991403,0.171327509,0.000587199,1703,0.38,0.244,4.69129746,6,77.3159992,,78.27914791,78.31398387,0.099,72.7,0.121587449,50157,,46651,56013,0.014603908,0.136346922,0.006907964,0.002127548,0.331398403,0.509981089,0.46724627,0.53275373,0.464373993,0.535626007
Arizona,Greenlee,0.178654162,3.722590567,0.142699499,0.293,5.8,0.223,0.461419936,0.180303045,0.000528821,1891,0.29,0.117,3.306928451,5.7,81.18680784,,82.72224322,79.61881562,0.117,78.2,0.097547879,65818,75625,49571,64877,0.01697775,0.041020774,0.009490668,0.001159971,0.472951598,0.457555626,0.486343984,0.513656016,0.465686856,0.534313144
Arizona,La Paz,0.220059967,4.523054715,0.155210102,0.302,6.2,0.396,0.390599834,0.130460053,0.000291248,3433.5,0.27,0.318,5.151811265,5.7,76.8665407,,84.44517853,76.200547,0.141,144.7,0.229018009,37350,78472,41667,31499,0.008958195,0.18186558,0.009716561,0.001374538,0.280832306,0.566736184,0.487155181,0.512844819,0.563277856,0.436722144
Arizona,Maricopa,0.156226542,3.577188539,0.136863983,0.269,7.7,0.204,0.916026153,0.182104241,0.000703501,1421.463036,0.47,0.182,4.481821548,10.6,80.3798549,76.51544454,81.82852212,80.56742454,0.089,309.1,0.138663553,65234,45167,48096,68702,0.054661442,0.028070492,0.04597735,0.002905126,0.312784414,0.549020546,0.505371785,0.494628215,0.023637997,0.976362003
Arizona,Mohave,0.189122726,4.419033636,0.19352843,0.318,5.8,0.322,0.585705294,0.161402883,0.000492278,2031.372549,0.38,0.269,4.163877231,5.1,75.68229267,79.88209525,81.31573624,75.35866427,0.136,130.3,0.152291131,45129,27904,45183,43045,0.010713434,0.03021236,0.012402768,0.002514913,0.16830828,0.769157719,0.494254355,0.505745645,0.229636438,0.770363562
Arizona,Navajo,0.242846849,4.966884622,0.206119784,0.34,4.6,0.289,0.563476626,0.136495054,0.000624105,1602.294118,0.39,0.402,5.761791296,5.7,74.44224789,,82.81586007,77.5553904,0.154,150.5,0.183008095,40650,48309,36738,50676,0.008022092,0.45618181,0.00685409,0.001149894,0.114527593,0.416958667,0.499470325,0.500529675,0.541382423,0.458617577
Arizona,Pima,0.171609905,3.874666185,0.149164612,0.25,7.5,0.198,0.878463229,0.169715646,0.000843788,1185.132097,0.47,0.222,4.773894303,7.9,79.5664141,76.48482804,80.93664036,79.51576282,0.084,281.4,0.126812133,53395,41978,42035,57619,0.033891748,0.043292435,0.033974514,0.002346322,0.375510672,0.514314201,0.507776643,0.492223357,0.075234911,0.924765089
Arizona,Pinal,0.200912175,4.229526689,0.162744735,0.326,7.6,0.285,0.660486468,0.161294548,0.000160377,6235.318841,0.42,0.175,4.063084979,11.7,82.23662129,79.82861323,82.86846883,82.65509343,0.128,253.8,0.132209957,58848,61717,49733,58481,0.045218702,0.066525323,0.019166342,0.004262666,0.304259535,0.565675474,0.479093703,0.520906297,0.219046225,0.780953775
Arizona,Santa Cruz,0.265792176,4.505269855,0.145714493,0.269,7.8,0.203,0.666617461,0.141389325,0.000497706,2009.217391,0.34,0.36,4.571832705,7.6,83.55016695,,83.61772813,82.93662212,0.08,132,0.171010029,40545,,36005,51972,0.003956053,0.01408269,0.007632603,0.00146202,0.834447765,0.148588506,0.516823977,0.483176023,0.268831717,0.731168283
Arizona,Yavapai,0.154005114,4.116284082,0.170653301,0.23,6.8,0.232,0.845303815,0.166947719,0.000622348,1606.816901,0.42,0.192,4.158434087,5.1,78.94590111,84.33502649,82.57273582,78.515947,0.107,126.4,0.142530623,48758,53580,47255,50595,0.006935554,0.021229089,0.011819322,0.001487114,0.146754428,0.80357597,0.511532676,0.488467324,0.331971777,0.668028223
Arizona,Yuma,0.227263764,4.096980833,0.133270359,0.369,6.8,0.263,0.835535962,0.177061474,0.000472212,2117.693878,0.39,0.283,4.361084562,8,82.92669481,77.47516476,83.64883571,81.41008057,0.141,154.2,0.176579222,44116,43241,39854,49704,0.018917823,0.022740987,0.015872492,0.00250792,0.643125849,0.304174838,0.484716775,0.515283225,0.104295764,0.895704236
Arkansas,Arkansas,0.231986808,5.145336447,0.222862588,0.342,5.2,0.316,0.635281925,0.158053339,0.000665717,1502.1395,0.45,0.238,4.774278351,10,75.93061174,73.18883793,92.784388,75.94128938,0.134,222.3,0.113585932,47094,,,,0.154169535,0.010028784,0.016690087,0.003610362,0.077372442,0.722208821,0.508882234,0.491117766,0.438396759,0.561603241
Arkansas,Arkansas,0.231234057,4.79187837,0.200832304,0.306,5.5,0.382,0.47952048,0.137371098,0.000556576,1796.7,0.41,0.244,5.552234751,10,74.10407932,73.56787245,,74.02348467,0.193,230.1,0.107742808,43887,25971,21618,46932,0.244583263,0.003601778,0.008329113,0.000393945,0.032753672,0.694580449,0.516404975,0.483595025,0.347073979,0.652926021
Arkansas,Ashley,0.240225635,4.789921817,0.204520669,0.426,6,0.474,0.500617764,0.126663483,0.000394419,2535.375,0.44,0.288,5.156390882,9.6,74.87780405,72.74599438,,75.17032564,0.152,105.3,0.113589032,41127,19350,26607,48929,0.244986531,0.007133593,0.002544149,0.000997705,0.055123217,0.683029033,0.512571087,0.487428913,0.516816913,0.483183087
Arkansas,Baxter,0.189462437,4.410894575,0.162428159,0.337,7.7,0.298,0.651193602,0.129773218,0.000749607,1334.032258,0.47,0.23,3.77351425,9.7,77.06236518,,,76.79185758,0.17,91.7,0.099222248,39686,,55187,41026,0.003508013,0.007905043,0.005237992,0.000648742,0.025156779,0.944616641,0.517143612,0.482856388,0.658420254,0.341579746
Arkansas,Benton,0.162333601,3.832652322,0.165131567,0.293,8.2,0.238,0.773044967,0.176154939,0.000604581,1654.037267,0.51,0.121,4.154319337,10.4,79.85705195,86.75827825,87.00225631,79.16988592,0.09,121.8,0.128542914,68978,61052,51059,66334,0.017893826,0.018843908,0.040831524,0.007167801,0.168648756,0.729707125,0.502648492,0.497351508,0.251600486,0.748399514
Arkansas,Boone,0.21217831,4.446559527,0.199029944,0.344,7,0.302,0.539576728,0.141998449,0.000749044,1335.035714,0.46,0.215,4.047710289,9.4,76.81203571,,,76.44340048,0.145,67.4,0.104609011,44482,,45670,43262,0.003628602,0.008697972,0.006883671,0.001147279,0.026120598,0.93601921,0.507924226,0.492075774,0.621981953,0.378018047
Arkansas,Bradley,0.284420572,5.183783954,0.217676305,0.464,6.5,0.408,0.669968717,0.125579563,0.000552283,1810.666667,0.5,0.298,5.526905538,9.8,73.65438807,68.41922939,,75.93112993,0.161,110.2,0.14388607,37729,27596,29309,53183,0.272368542,0.015233551,0.004588419,0.000458842,0.157107461,0.552720932,0.513076994,0.486923006,0.495915885,0.504084115
Arkansas,Calhoun,0.239755289,4.804874162,0.206248557,0.294,4.6,0.371,0.105812221,0.13252791,0.00038117,2623.5,0.35,0.211,5.139437668,9.7,73.69557648,,,74.5854461,0.172,155.6,0.098459478,44969,28782,37031,50060,0.212241804,0.00701156,0.002842524,0.000189502,0.040742846,0.72238014,0.495546712,0.504453288,1,0
Arkansas,Carroll,0.220227692,4.739156878,0.183727337,0.277,8.1,0.335,0.522444072,0.134055378,0.000572574,1746.5,0.42,0.248,3.854656489,9.4,76.20737685,,,75.02097958,0.085,260.2,0.154052113,45023,,39219,44764,0.005491975,0.013180739,0.015448393,0.010700493,0.15242887,0.791942742,0.50228537,0.49771463,0.728339284,0.271660716
Arkansas,Chicot,0.300524238,5.181271498,0.231034095,0.388,2.9,0.356,0.294237288,0.109098794,0.001034223,966.9090909,0.26,0.441,6.297514996,10,73.77928038,71.66248508,,75.39688423,0.097,384.3,0.109980004,31787,23653,30192,44804,0.534106151,0.004694386,0.007472696,0.000383215,0.057865492,0.389155011,0.494922399,0.505077601,0.54279661,0.45720339
Arkansas,Clark,0.237425132,4.820256061,0.193394737,0.269,5.1,0.383,0.668797565,0.148553324,0.000448571,2229.3,0.49,0.264,4.928917138,10.1,75.63871891,73.97460804,,75.98472242,0.148,154.5,0.08529961,45408,30566,,44905,0.241104211,0.006527356,0.006391369,0.000543946,0.048819183,0.684375142,0.526222746,0.473777254,0.543770385,0.456229615
Arkansas,Clay,0.225538314,4.857148888,0.20333191,0.426,7.1,0.319,0.521793198,0.139556089,0.000134048,7460,0.31,0.293,4.975643651,10.8,73.19582476,,,72.92206269,0.154,70.5,0.103403141,37687,,,34354,0.007476258,0.005118879,0.001953257,0.000202061,0.021351115,0.951774769,0.511349094,0.488650906,0.588571784,0.411428216
Arkansas,Cleburne,0.200684448,4.440806128,0.174093981,0.366,7.6,0.343,0.657912977,0.140582025,0.000558927,1789.142857,0.44,0.238,3.926907438,10.1,75.71160271,,,75.35161492,0.117,101,0.106803273,44902,,22132,45000,0.003645103,0.007450431,0.00500701,0.000400561,0.024193871,0.947005808,0.508231524,0.491768476,0.755217559,0.244782441
Arkansas,Cleveland,0.220305959,4.653727214,0.190385598,0.355,7,0.329,0.012429509,0.14710687,0.000121922,8202,0.44,0.21,4.806483141,9.8,74.50504637,,,74.66491531,0.171,128.8,0.10545224,47600,21042,,46418,0.114617112,0.005113495,0.001621352,0.000374158,0.023946121,0.842978299,0.503866301,0.496133699,1,0
Arkansas,Columbia,0.265204242,5.171980808,0.204764249,0.364,5.9,0.343,0.417318345,0.138273247,0.000592542,1687.642857,0.46,0.276,5.969694746,9.8,75.55991005,72.88849519,,76.92702517,0.163,157,0.099907919,40909,22820,,50200,0.353443515,0.005948082,0.010664061,0.000424863,0.028975655,0.591366784,0.517695543,0.482304457,0.574861518,0.425138482
Arkansas,Conway,0.221540741,4.683556653,0.190009338,0.368,6.9,0.383,0.429135524,0.14484569,0.000669344,1494,0.27,0.265,4.675535256,10.2,74.91609307,76.16144612,,74.94957764,0.185,160,0.102740293,44565,35233,38341,46392,0.113110909,0.008759753,0.004643148,0.000335073,0.040208702,0.813173137,0.508879422,0.491120578,0.705166173,0.294833827
Arkansas,Craighead,0.227173307,4.779850916,0.207629208,0.382,6.7,0.34,0.645666352,0.150034903,0.001157634,863.8306452,0.49,0.249,4.790714545,10.8,76.83253289,73.05216474,,76.80471916,0.139,168.7,0.097423791,45615,27550,32353,51090,0.160292194,0.005407248,0.012481807,0.000561912,0.051806408,0.755973765,0.51426887,0.48573113,0.321682237,0.678317763
Arkansas,Crawford,0.201086983,4.709290904,0.190041771,0.352,7.4,0.31,0.744495383,0.144775255,0.000396851,2519.84,0.44,0.228,4.237471087,10.3,76.3761566,,,75.58735136,0.15,105,0.122467127,47363,21181,28400,48226,0.014036527,0.025581175,0.016544176,0.000646627,0.0804498,0.838169889,0.507018263,0.492981737,0.519613224,0.480386776
Arkansas,Crittenden,0.258704429,4.912808494,0.23311338,0.413,5.8,0.378,0.730167773,0.125475066,0.000348718,2867.647059,0.39,0.29,4.652353105,10.1,72.88853835,71.33241189,,74.1084526,0.196,522.3,0.10337191,42606,30373,37069,57607,0.536614124,0.003847586,0.006722932,0.000620578,0.026209094,0.414753217,0.523995697,0.476004303,0.20887195,0.79112805
